	tree_id	species
4317	T_251403	Quercus ilex
4318	T_251426	Quercus ilex
4319	T_251437	Pinus pinaster
4320	T_251456	Pinus pinaster
4321	T_251479	Pinus pinaster
4322	T_251489	Quercus ilex
4323	T_251505	Pinus pinaster
4324	T_251544	Fagus sylvatica
4325	T_251554	Fagus sylvatica
4326	T_251594	Fagus sylvatica
4327	T_251610	Quercus ilex
4328	T_251615	Quercus ilex
4329	T_251648	Quercus ilex
4330	T_251652	Quercus ilex
4331	T_251662	Quercus ilex
4332	T_251686	Pinus pinaster
4333	T_251700	Pinus pinaster
4334	T_251706	Pinus pinaster
4335	T_251725	Quercus ilex
4336	T_251744	Quercus ilex
4337	T_251746	Quercus ilex
4338	T_251766	Pinus pinaster
4339	T_251794	Quercus ilex
4340	T_251808	Pinus pinaster
4341	T_251844	Fagus sylvatica
4342	T_251847	Quercus ilex
4343	T_251849	Quercus ilex
4344	T_251851	Pinus pinaster
4345	T_251878	Pinus pinaster
4346	T_251905	Pinus pinaster
4347	T_251906	Pinus pinaster
4348	T_251937	Pinus pinaster
4349	T_251938	Pinus pinaster
4350	T_251947	Quercus ilex
4351	T_251951	Quercus ilex
4352	T_251985	Quercus ilex
4353	T_252014	Pinus pinaster
4354	T_252021	Quercus ilex
4355	T_252053	Quercus ilex
4356	T_252089	Pinus pinaster
4357	T_252095	Fagus sylvatica
4358	T_252100	Pinus pinaster
4359	T_252132	Quercus ilex
4360	T_252175	Quercus ilex
4361	T_252180	Pinus pinaster
4362	T_252207	Pinus pinaster
4363	T_252211	Quercus ilex
4364	T_252220	Quercus ilex
4365	T_252328	Quercus ilex
4366	T_252341	Pinus pinaster
4367	T_252362	Quercus ilex
4368	T_252385	Quercus ilex
4369	T_252403	Pinus pinaster
4370	T_252404	Pinus pinaster
4371	T_252429	Pinus pinaster
4372	T_252457	Quercus ilex
4373	T_252467	Pinus pinaster
4374	T_252469	Pinus pinaster
4375	T_252490	Quercus ilex
4376	T_252492	Quercus ilex
4377	T_252539	Quercus ilex
4378	T_252558	Quercus ilex
4379	T_252565	Quercus ilex
4380	T_252566	Quercus ilex
4381	T_252577	Pinus pinaster
4382	T_252589	Quercus ilex
4383	T_252591	Quercus ilex
4384	T_252603	Quercus ilex
4385	T_252607	Quercus ilex
4386	T_252658	Pinus pinaster
4387	T_252669	Pinus pinaster
4388	T_252694	Pinus pinaster
4389	T_252699	Pinus pinaster
4390	T_252721	Quercus ilex
4391	T_252729	Pinus pinaster
4392	T_252734	Pinus pinaster
4393	T_252753	Pinus pinaster
4394	T_252757	Pinus pinaster
4395	T_252769	Pinus pinaster
4396	T_252800	Pinus pinaster
4397	T_252815	Pinus pinaster
4398	T_252819	Quercus ilex
4399	T_252850	Quercus ilex
4400	T_252874	Quercus ilex
4401	T_252906	Pinus pinaster
4402	T_252908	Pinus pinaster
4403	T_252924	Quercus ilex
4404	T_252933	Quercus ilex
4405	T_252937	Quercus ilex
4406	T_252947	Quercus ilex
4407	T_253007	Fagus sylvatica
4408	T_253009	Quercus ilex
4409	T_253018	Pinus pinaster
4410	T_253021	Pinus pinaster
4411	T_253054	Fagus sylvatica
4412	T_253071	Pinus pinaster
4413	T_253083	Quercus ilex
4414	T_253131	Quercus ilex
4415	T_253133	Pinus pinaster
4416	T_253167	Pinus pinaster
4417	T_253170	Pinus pinaster
4418	T_253171	Pinus pinaster
4419	T_253196	Quercus ilex
4420	T_253210	Quercus ilex
4421	T_253222	Pinus pinaster
4422	T_253223	Pinus pinaster
4423	T_253234	Pinus pinaster
4424	T_253235	Quercus ilex
4425	T_253241	Quercus ilex
4426	T_253242	Quercus ilex
4427	T_253274	Pinus pinaster
4428	T_253275	Quercus ilex
4429	T_253277	Pinus pinaster
4430	T_253292	Pinus pinaster
4431	T_253345	Fagus sylvatica
4432	T_253357	Quercus ilex
4433	T_253358	Pinus pinaster
4434	T_253376	Quercus ilex
4435	T_253385	Quercus ilex
4436	T_253399	Pinus pinaster
4437	T_253410	Quercus ilex
4438	T_253412	Pinus pinaster
4439	T_253422	Pinus pinaster
4440	T_253472	Quercus ilex
4441	T_253491	Fagus sylvatica
4442	T_253499	Pinus pinaster
4443	T_253514	Pinus pinaster
4444	T_253516	Pinus pinaster
4445	T_253529	Pinus pinaster
4446	T_253544	Quercus ilex
4447	T_253545	Pinus pinaster
4448	T_253549	Pinus pinaster
4449	T_253556	Quercus ilex
4450	T_253594	Quercus ilex
4451	T_253644	Quercus ilex
4452	T_253665	Pinus pinaster
4453	T_253715	Quercus ilex
4454	T_253720	Quercus ilex
4455	T_253762	Pinus pinaster
4456	T_253783	Fagus sylvatica
4457	T_253821	Pinus pinaster
4458	T_253831	Quercus ilex
4459	T_253836	Quercus ilex
4460	T_253840	Quercus ilex
4461	T_253848	Quercus ilex
4462	T_253872	Pinus pinaster
4463	T_253896	Quercus ilex
4464	T_253937	Pinus pinaster
4465	T_253953	Pinus pinaster
4466	T_253956	Quercus ilex
4467	T_253957	Pinus pinaster
4468	T_253962	Quercus ilex
4469	T_254015	Pinus pinaster
4470	T_254043	Pinus pinaster
4471	T_254075	Pinus pinaster
4472	T_254084	Pinus pinaster
4473	T_254106	Pinus pinaster
4474	T_254122	Pinus pinaster
4475	T_254175	Pinus pinaster
4476	T_254183	Pinus pinaster
4477	T_254187	Fagus sylvatica
4478	T_254188	Pinus pinaster
4479	T_254222	Quercus ilex
4480	T_254241	Pinus pinaster
4481	T_254264	Quercus ilex
4482	T_254274	Pinus pinaster
4483	T_254300	Pinus pinaster
4484	T_254321	Pinus pinaster
4485	T_254332	Pinus pinaster
4486	T_254352	Pinus pinaster
4487	T_254383	Pinus pinaster
4488	T_254400	Quercus ilex
4489	T_254403	Pinus pinaster
4490	T_254425	Pinus pinaster
4491	T_254478	Quercus ilex
4492	T_254495	Pinus pinaster
4493	T_254505	Quercus ilex
4494	T_254531	Pinus pinaster
4495	T_254541	Pinus pinaster
4496	T_254542	Quercus ilex
4497	T_254543	Quercus ilex
4498	T_254564	Pinus pinaster
4499	T_254581	Pinus pinaster
4500	T_254608	Quercus ilex
4501	T_254617	Quercus ilex
4502	T_254620	Quercus ilex
4503	T_254642	Pinus pinaster
4504	T_254644	Quercus ilex
4505	T_254661	Quercus ilex
4506	T_254664	Quercus ilex
4507	T_254685	Pinus pinaster
4508	T_254705	Quercus ilex
4509	T_254718	Quercus ilex
4510	T_254727	Quercus ilex
4511	T_254738	Quercus ilex
4512	T_254740	Quercus ilex
4513	T_254749	Pinus pinaster
4514	T_254762	Quercus ilex
4515	T_254784	Quercus ilex
4516	T_254831	Quercus ilex
4517	T_254844	Quercus ilex
4518	T_254848	Quercus ilex
4519	T_254878	Quercus ilex
4520	T_254887	Pinus pinaster
4521	T_254892	Pinus pinaster
4522	T_254902	Quercus ilex
4523	T_254913	Quercus ilex
4524	T_254930	Pinus pinaster
4525	T_254974	Quercus ilex
4526	T_254986	Pinus pinaster
4527	T_254993	Quercus ilex
4528	T_254999	Fagus sylvatica
4529	T_255011	Quercus ilex
4530	T_255058	Pinus pinaster
4531	T_255083	Pinus pinaster
4532	T_255098	Pinus pinaster
4533	T_255116	Fagus sylvatica
4534	T_255120	Pinus pinaster
4535	T_255133	Pinus pinaster
4536	T_255150	Quercus ilex
4537	T_255160	Quercus ilex
4538	T_255198	Quercus ilex
4539	T_255219	Pinus pinaster
4540	T_255228	Quercus ilex
4541	T_255244	Pinus pinaster
4542	T_255255	Pinus pinaster
4543	T_255256	Pinus pinaster
4544	T_255281	Pinus pinaster
4545	T_255285	Pinus pinaster
4546	T_255303	Pinus pinaster
4547	T_255304	Pinus pinaster
4548	T_255305	Pinus pinaster
4549	T_255320	Pinus pinaster
4550	T_255332	Pinus pinaster
4551	T_255341	Pinus pinaster
4552	T_255353	Quercus ilex
4553	T_255364	Quercus ilex
4554	T_255406	Pinus pinaster
4555	T_255416	Quercus ilex
4556	T_255422	Quercus ilex
4557	T_255467	Pinus pinaster
4558	T_255488	Pinus pinaster
4559	T_255490	Pinus pinaster
4560	T_255508	Quercus ilex
4561	T_255524	Quercus ilex
4562	T_255533	Pinus pinaster
4563	T_255543	Pinus pinaster
4564	T_255547	Pinus pinaster
4565	T_255567	Pinus pinaster
4566	T_255577	Pinus pinaster
4567	T_255639	Pinus pinaster
4568	T_255659	Pinus pinaster
4569	T_255665	Pinus pinaster
4570	T_255666	Fagus sylvatica
4571	T_255667	Pinus pinaster
4572	T_255675	Pinus pinaster
4573	T_255738	Quercus ilex
4574	T_255744	Quercus ilex
4575	T_255751	Pinus pinaster
4576	T_255758	Pinus pinaster
4577	T_255766	Pinus pinaster
4578	T_255767	Pinus pinaster
4579	T_255781	Quercus ilex
4580	T_255804	Quercus ilex
4581	T_255826	Quercus ilex
4582	T_255851	Quercus ilex
4583	T_255853	Pinus pinaster
4584	T_255902	Pinus pinaster
4585	T_255905	Quercus ilex
4586	T_255906	Pinus pinaster
4587	T_255951	Pinus pinaster
4588	T_255957	Pinus pinaster
4589	T_255971	Fagus sylvatica
4590	T_256015	Pinus pinaster
4591	T_256043	Fagus sylvatica
4592	T_256078	Quercus ilex
4593	T_256084	Pinus pinaster
4594	T_256111	Quercus ilex
4595	T_256114	Quercus ilex
4596	T_256127	Quercus ilex
4597	T_256139	Quercus ilex
4598	T_256164	Pinus pinaster
4599	T_256168	Pinus pinaster
4600	T_256229	Pinus pinaster
4601	T_256243	Pinus pinaster
4602	T_256258	Quercus ilex
4603	T_256270	Quercus ilex
4604	T_256271	Pinus pinaster
4605	T_256277	Pinus pinaster
4606	T_256284	Pinus pinaster
4607	T_256286	Pinus pinaster
4608	T_256294	Quercus ilex
4609	T_256319	Quercus ilex
4610	T_256345	Pinus pinaster
4611	T_256360	Quercus ilex
4612	T_256397	Pinus pinaster
4613	T_256412	Pinus pinaster
4614	T_256420	Pinus pinaster
4615	T_256423	Quercus ilex
4616	T_256424	Pinus pinaster
4617	T_256434	Pinus pinaster
4618	T_256456	Pinus pinaster
4619	T_256482	Pinus pinaster
4620	T_256511	Quercus ilex
4621	T_256537	Fagus sylvatica
4622	T_256539	Pinus pinaster
4623	T_256549	Pinus pinaster
4624	T_256552	Pinus pinaster
4625	T_256557	Pinus pinaster
4626	T_256614	Pinus pinaster
4627	T_256615	Pinus pinaster
4628	T_256625	Pinus pinaster
4629	T_256641	Pinus pinaster
4630	T_256643	Pinus pinaster
4631	T_256652	Quercus ilex
4632	T_256671	Quercus ilex
4633	T_256702	Pinus pinaster
4634	T_256705	Quercus ilex
4635	T_256715	Quercus ilex
4636	T_256739	Pinus pinaster
4637	T_256748	Pinus pinaster
4638	T_256766	Quercus ilex
4639	T_256779	Pinus pinaster
4640	T_256813	Quercus ilex
4641	T_256832	Quercus ilex
4642	T_256839	Pinus pinaster
4643	T_256871	Quercus ilex
4644	T_256874	Quercus ilex
4645	T_256887	Quercus ilex
4646	T_256890	Pinus pinaster
4647	T_256904	Pinus pinaster
4648	T_256937	Pinus pinaster
4649	T_256963	Pinus pinaster
4650	T_256966	Fagus sylvatica
4651	T_256987	Fagus sylvatica
4652	T_257012	Pinus pinaster
4653	T_257032	Quercus ilex
4654	T_257040	Quercus ilex
4655	T_257045	Quercus ilex
4656	T_257051	Pinus pinaster
4657	T_257055	Quercus ilex
4658	T_257058	Pinus pinaster
4659	T_257061	Quercus ilex
4660	T_257071	Pinus pinaster
4661	T_257103	Quercus ilex
4662	T_257110	Pinus pinaster
4663	T_257115	Quercus ilex
4664	T_257136	Quercus ilex
4665	T_257165	Pinus pinaster
4666	T_257170	Pinus pinaster
4667	T_257188	Quercus ilex
4668	T_257227	Pinus pinaster
4669	T_257232	Pinus pinaster
4670	T_257244	Pinus pinaster
4671	T_257257	Pinus pinaster
4672	T_257318	Pinus pinaster
4673	T_257379	Quercus ilex
4674	T_257385	Quercus ilex
4675	T_257423	Pinus pinaster
4676	T_257433	Pinus pinaster
4677	T_257437	Quercus ilex
4678	T_257441	Pinus pinaster
4679	T_257446	Quercus ilex
4680	T_257481	Pinus pinaster
4681	T_257489	Pinus pinaster
4682	T_257537	Pinus pinaster
4683	T_257562	Pinus pinaster
4684	T_257597	Quercus ilex
4685	T_257619	Quercus ilex
4686	T_257637	Quercus ilex
4687	T_257649	Quercus ilex
4688	T_257652	Pinus pinaster
4689	T_257666	Pinus pinaster
4690	T_257681	Quercus ilex
4691	T_257683	Quercus ilex
4692	T_257697	Pinus pinaster
4693	T_257700	Pinus pinaster
4694	T_257729	Pinus pinaster
4695	T_257749	Quercus ilex
4696	T_257780	Quercus ilex
4697	T_257784	Pinus pinaster
4698	T_257802	Pinus pinaster
4699	T_257870	Quercus ilex
4700	T_257945	Pinus pinaster
4701	T_257958	Fagus sylvatica
4702	T_257966	Fagus sylvatica
4703	T_257970	Fagus sylvatica
4704	T_257999	Pinus pinaster
4705	T_258007	Pinus pinaster
4706	T_258013	Pinus pinaster
4707	T_258037	Quercus ilex
4708	T_258041	Quercus ilex
4709	T_258051	Quercus ilex
4710	T_258071	Pinus pinaster
4711	T_258073	Quercus ilex
4712	T_258083	Quercus ilex
4713	T_258100	Quercus ilex
4714	T_258128	Pinus pinaster
4715	T_258135	Pinus pinaster
4716	T_258136	Pinus pinaster
4717	T_258169	Pinus pinaster
4718	T_258186	Fagus sylvatica
4719	T_258217	Pinus pinaster
4720	T_258229	Quercus ilex
4721	T_258231	Quercus ilex
4722	T_258245	Quercus ilex
4723	T_258246	Pinus pinaster
4724	T_258248	Pinus pinaster
4725	T_258264	Quercus ilex
4726	T_258265	Quercus ilex
4727	T_258274	Quercus ilex
4728	T_258320	Quercus ilex
4729	T_258331	Pinus pinaster
4730	T_258342	Quercus ilex
4731	T_258360	Quercus ilex
4732	T_258363	Quercus ilex
4733	T_258385	Pinus pinaster
4734	T_258395	Quercus ilex
4735	T_258424	Pinus pinaster
4736	T_258441	Quercus ilex
4737	T_258451	Pinus pinaster
4738	T_258473	Quercus ilex
4739	T_258486	Pinus pinaster
4740	T_258488	Quercus ilex
4741	T_258498	Pinus pinaster
4742	T_258506	Pinus pinaster
4743	T_258517	Quercus ilex
4744	T_258530	Quercus ilex
4745	T_258534	Quercus ilex
4746	T_258548	Pinus pinaster
4747	T_258599	Pinus pinaster
4748	T_258600	Pinus pinaster
4749	T_258634	Pinus pinaster
4750	T_258637	Pinus pinaster
4751	T_258646	Pinus pinaster
4752	T_258647	Pinus pinaster
4753	T_258659	Fagus sylvatica
4754	T_258661	Pinus pinaster
4755	T_258678	Pinus pinaster
4756	T_258687	Pinus pinaster
4757	T_258697	Quercus ilex
4758	T_258727	Pinus pinaster
4759	T_258732	Quercus ilex
4760	T_258740	Quercus ilex
4761	T_258744	Quercus ilex
4762	T_258791	Pinus pinaster
4763	T_258798	Pinus pinaster
4764	T_258807	Pinus pinaster
4765	T_258817	Quercus ilex
4766	T_258848	Pinus pinaster
4767	T_258850	Quercus ilex
4768	T_258855	Pinus pinaster
4769	T_258874	Quercus ilex
4770	T_258904	Quercus ilex
4771	T_258915	Pinus pinaster
4772	T_258917	Quercus ilex
4773	T_258918	Pinus pinaster
4774	T_258939	Pinus pinaster
4775	T_258943	Quercus ilex
4776	T_258965	Pinus pinaster
4777	T_258979	Quercus ilex
4778	T_258980	Pinus pinaster
4779	T_259022	Pinus pinaster
4780	T_259025	Quercus ilex
4781	T_259029	Quercus ilex
4782	T_259053	Pinus pinaster
4783	T_259054	Pinus pinaster
4784	T_259100	Fagus sylvatica
4785	T_259108	Fagus sylvatica
4786	T_259135	Pinus pinaster
4787	T_259142	Quercus ilex
4788	T_259143	Pinus pinaster
4789	T_259156	Pinus pinaster
4790	T_259158	Fagus sylvatica
4791	T_259174	Pinus pinaster
4792	T_259179	Pinus pinaster
4793	T_259182	Pinus pinaster
4794	T_259184	Pinus pinaster
4795	T_259223	Pinus pinaster
4796	T_259255	Quercus ilex
4797	T_259277	Quercus ilex
4798	T_259280	Pinus pinaster
4799	T_259290	Quercus ilex
4800	T_259339	Pinus pinaster
4801	T_259360	Pinus pinaster
4802	T_259412	Quercus ilex
4803	T_259433	Pinus pinaster
4804	T_259462	Quercus ilex
4805	T_259471	Fagus sylvatica
4806	T_259474	Fagus sylvatica
4807	T_259477	Fagus sylvatica
4808	T_259482	Pinus pinaster
4809	T_259493	Pinus pinaster
4810	T_259501	Pinus pinaster
4811	T_259512	Quercus ilex
4812	T_259522	Pinus pinaster
4813	T_259526	Quercus ilex
4814	T_259533	Quercus ilex
4815	T_259543	Pinus pinaster
4816	T_259558	Quercus ilex
4817	T_259572	Pinus pinaster
4818	T_259575	Pinus pinaster
4819	T_259611	Quercus ilex
4820	T_259621	Pinus pinaster
4821	T_259628	Quercus ilex
4822	T_259629	Pinus pinaster
4823	T_259638	Quercus ilex
4824	T_259646	Quercus ilex
4825	T_259650	Pinus pinaster
4826	T_259686	Pinus pinaster
4827	T_259687	Pinus pinaster
4828	T_259689	Quercus ilex
4829	T_259690	Quercus ilex
4830	T_259697	Pinus pinaster
4831	T_259710	Quercus ilex
4832	T_259726	Quercus ilex
4833	T_259749	Quercus ilex
4834	T_259760	Quercus ilex
4835	T_259772	Quercus ilex
4836	T_259788	Pinus pinaster
4837	T_259814	Pinus pinaster
4838	T_259894	Pinus pinaster
4839	T_259908	Pinus pinaster
4840	T_259919	Pinus pinaster
4841	T_259921	Pinus pinaster
4842	T_259928	Pinus pinaster
4843	T_259956	Pinus pinaster
4844	T_259964	Fagus sylvatica
4845	T_259978	Pinus pinaster
4846	T_259990	Pinus pinaster
4847	T_259992	Pinus pinaster
4848	T_259997	Pinus pinaster
4849	T_259998	Pinus pinaster
4850	T_260009	Quercus ilex
4851	T_260010	Quercus ilex
4852	T_260015	Quercus ilex
4853	T_260029	Quercus ilex
4854	T_260036	Quercus ilex
4855	T_260042	Quercus ilex
4856	T_260045	Quercus ilex
4857	T_260056	Quercus ilex
4858	T_260064	Pinus pinaster
4859	T_260065	Pinus pinaster
4860	T_260083	Pinus pinaster
4861	T_260104	Pinus pinaster
4862	T_260111	Pinus pinaster
4863	T_260121	Quercus ilex
4864	T_260125	Quercus ilex
4865	T_260139	Quercus ilex
4866	T_260141	Pinus pinaster
4867	T_260150	Pinus pinaster
4868	T_260189	Pinus pinaster
4869	T_260194	Fagus sylvatica
4870	T_260228	Fagus sylvatica
4871	T_260253	Pinus pinaster
4872	T_260271	Quercus ilex
4873	T_260292	Quercus ilex
4874	T_260293	Pinus pinaster
4875	T_260298	Quercus ilex
4876	T_260318	Pinus pinaster
4877	T_260326	Pinus pinaster
4878	T_260341	Quercus ilex
4879	T_260345	Quercus ilex
4880	T_260348	Quercus ilex
4881	T_260353	Pinus pinaster
4882	T_260359	Pinus pinaster
4883	T_260365	Pinus pinaster
4884	T_260384	Quercus ilex
4885	T_260392	Pinus pinaster
4886	T_260396	Quercus ilex
4887	T_260409	Pinus pinaster
4888	T_260414	Quercus ilex
4889	T_260426	Pinus pinaster
4890	T_260470	Quercus ilex
4891	T_260519	Quercus ilex
4892	T_260545	Pinus pinaster
4893	T_260547	Fagus sylvatica
4894	T_260551	Fagus sylvatica
4895	T_260564	Fagus sylvatica
4896	T_260586	Pinus pinaster
4897	T_260597	Quercus ilex
4898	T_260612	Quercus ilex
4899	T_260621	Quercus ilex
4900	T_260626	Quercus ilex
4901	T_260644	Pinus pinaster
4902	T_260660	Pinus pinaster
4903	T_260672	Pinus pinaster
4904	T_260684	Quercus ilex
4905	T_260699	Fagus sylvatica
4906	T_260700	Pinus pinaster
4907	T_260719	Quercus ilex
4908	T_260734	Pinus pinaster
4909	T_260784	Quercus ilex
4910	T_260797	Quercus ilex
4911	T_260810	Quercus ilex
4912	T_260825	Quercus ilex
4913	T_260832	Quercus ilex
4914	T_260836	Quercus ilex
4915	T_260839	Pinus pinaster
4916	T_260845	Quercus ilex
4917	T_260851	Pinus pinaster
4918	T_260869	Pinus pinaster
4919	T_260877	Pinus pinaster
4920	T_260884	Quercus ilex
4921	T_260886	Quercus ilex
4922	T_260911	Pinus pinaster
4923	T_260942	Pinus pinaster
4924	T_260957	Quercus ilex
4925	T_260958	Quercus ilex
4926	T_260964	Pinus pinaster
4927	T_260981	Pinus pinaster
4928	T_260993	Quercus ilex
4929	T_261001	Pinus pinaster
4930	T_261013	Pinus pinaster
4931	T_261096	Pinus pinaster
4932	T_261118	Fagus sylvatica
4933	T_261137	Fagus sylvatica
4934	T_261152	Pinus pinaster
4935	T_261154	Pinus pinaster
4936	T_261164	Pinus pinaster
4937	T_261167	Pinus pinaster
4938	T_261184	Quercus ilex
4939	T_261187	Quercus ilex
4940	T_261210	Quercus ilex
4941	T_261220	Pinus pinaster
4942	T_261232	Pinus pinaster
4943	T_261236	Pinus pinaster
4944	T_261261	Pinus pinaster
4945	T_261263	Pinus pinaster
4946	T_261286	Pinus pinaster
4947	T_261313	Pinus pinaster
4948	T_261335	Pinus pinaster
4949	T_261353	Pinus pinaster
4950	T_261359	Pinus pinaster
4951	T_261363	Quercus ilex
4952	T_261373	Quercus ilex
4953	T_261391	Quercus ilex
4954	T_261394	Pinus pinaster
4955	T_261408	Quercus ilex
4956	T_261412	Quercus ilex
4957	T_261471	Quercus ilex
4958	T_261478	Quercus ilex
4959	T_261479	Quercus ilex
4960	T_261490	Pinus pinaster
4961	T_261505	Pinus pinaster
4962	T_261521	Pinus pinaster
4963	T_261539	Quercus ilex
4964	T_261543	Pinus pinaster
4965	T_261548	Quercus ilex
4966	T_261555	Pinus pinaster
4967	T_261568	Quercus ilex
4968	T_261581	Quercus ilex
4969	T_261582	Quercus ilex
4970	T_261585	Quercus ilex
4971	T_261592	Pinus pinaster
4972	T_261594	Quercus ilex
4973	T_261604	Quercus ilex
4974	T_261611	Pinus pinaster
4975	T_261626	Pinus pinaster
4976	T_261672	Quercus ilex
4977	T_261679	Pinus pinaster
4978	T_261680	Quercus ilex
4979	T_261726	Pinus pinaster
4980	T_261728	Pinus pinaster
4981	T_261779	Quercus ilex
4982	T_261798	Fagus sylvatica
4983	T_261806	Fagus sylvatica
4984	T_261816	Pinus pinaster
4985	T_261817	Pinus pinaster
4986	T_261827	Pinus pinaster
4987	T_261838	Quercus ilex
4988	T_261872	Pinus pinaster
4989	T_261914	Pinus pinaster
4990	T_261918	Pinus pinaster
4991	T_261923	Quercus ilex
4992	T_261925	Pinus pinaster
4993	T_261958	Fagus sylvatica
4994	T_261961	Quercus ilex
4995	T_261967	Fagus sylvatica
4996	T_261968	Fagus sylvatica
4997	T_261969	Fagus sylvatica
4998	T_261977	Pinus pinaster
4999	T_261989	Quercus ilex
5000	T_261992	Quercus ilex
5001	T_261997	Quercus ilex
5002	T_262013	Pinus pinaster
5003	T_262015	Quercus ilex
5004	T_262039	Quercus ilex
5005	T_262045	Pinus pinaster
5006	T_262057	Quercus ilex
5007	T_262063	Quercus ilex
5008	T_262115	Quercus ilex
5009	T_262118	Quercus ilex
5010	T_262127	Pinus pinaster
5011	T_262131	Quercus ilex
5012	T_262155	Quercus ilex
5013	T_262161	Pinus pinaster
5014	T_262201	Pinus pinaster
5015	T_262219	Pinus pinaster
5016	T_262260	Pinus pinaster
5017	T_262263	Pinus pinaster
5018	T_262273	Pinus pinaster
5019	T_262278	Pinus pinaster
5020	T_262290	Quercus ilex
5021	T_262300	Pinus pinaster
5022	T_262301	Quercus ilex
5023	T_262306	Quercus ilex
5024	T_262316	Pinus pinaster
5025	T_262317	Quercus ilex
5026	T_262329	Quercus ilex
5027	T_262334	Pinus pinaster
5028	T_262344	Quercus ilex
5029	T_262392	Quercus ilex
5030	T_262394	Pinus pinaster
5031	T_262400	Quercus ilex
5032	T_262411	Pinus pinaster
5033	T_262431	Quercus ilex
5034	T_262436	Quercus ilex
5035	T_262439	Pinus pinaster
5036	T_262465	Pinus pinaster
5037	T_262536	Pinus pinaster
5038	T_262559	Fagus sylvatica
5039	T_262563	Pinus pinaster
5040	T_262624	Quercus ilex
5041	T_262631	Quercus ilex
5042	T_262634	Quercus ilex
5043	T_262650	Pinus pinaster
5044	T_262654	Pinus pinaster
5045	T_262657	Pinus pinaster
5046	T_262665	Quercus ilex
5047	T_262692	Quercus ilex
5048	T_262741	Pinus pinaster
5049	T_262748	Pinus pinaster
5050	T_262752	Quercus ilex
5051	T_262758	Quercus ilex
5052	T_262759	Quercus ilex
5053	T_262764	Quercus ilex
5054	T_262788	Quercus ilex
5055	T_262791	Pinus pinaster
5056	T_262794	Quercus ilex
5057	T_262824	Quercus ilex
5058	T_262869	Quercus ilex
5059	T_262873	Quercus ilex
5060	T_262904	Quercus ilex
5061	T_262913	Quercus ilex
5062	T_262952	Pinus pinaster
5063	T_262956	Fagus sylvatica
5064	T_262958	Pinus pinaster
5065	T_262960	Pinus pinaster
5066	T_262968	Pinus pinaster
5067	T_263035	Pinus pinaster
5068	T_263072	Pinus pinaster
5069	T_263078	Quercus ilex
5070	T_263096	Pinus pinaster
5071	T_263109	Quercus ilex
5072	T_263127	Quercus ilex
5073	T_263150	Pinus pinaster
5074	T_263155	Quercus ilex
5075	T_263186	Quercus ilex
5076	T_263213	Pinus pinaster
5077	T_263221	Quercus ilex
5078	T_263238	Pinus pinaster
5079	T_263267	Quercus ilex
5080	T_263272	Pinus pinaster
5081	T_263273	Pinus pinaster
5082	T_263289	Pinus pinaster
5083	T_263290	Pinus pinaster
5084	T_263320	Quercus ilex
5085	T_263334	Quercus ilex
5086	T_263336	Quercus ilex
5087	T_263337	Pinus pinaster
5088	T_263338	Pinus pinaster
5089	T_263341	Quercus ilex
5090	T_263344	Quercus ilex
5091	T_263350	Pinus pinaster
5092	T_263358	Quercus ilex
5093	T_263364	Pinus pinaster
5094	T_263374	Quercus ilex
5095	T_263378	Quercus ilex
5096	T_263395	Pinus pinaster
5097	T_263399	Quercus ilex
5098	T_263418	Quercus ilex
5099	T_263447	Quercus ilex
5100	T_263449	Pinus pinaster
5101	T_263470	Pinus pinaster
5102	T_263510	Pinus pinaster
5103	T_263515	Pinus pinaster
5104	T_263530	Fagus sylvatica
5105	T_263540	Pinus pinaster
5106	T_263601	Quercus ilex
5107	T_263646	Pinus pinaster
5108	T_263650	Pinus pinaster
5109	T_263666	Fagus sylvatica
5110	T_263671	Pinus pinaster
5111	T_263678	Pinus pinaster
5112	T_263679	Pinus pinaster
5113	T_263683	Pinus pinaster
5114	T_263690	Fagus sylvatica
5115	T_263720	Quercus ilex
5116	T_263735	Quercus ilex
5117	T_263736	Quercus ilex
5118	T_263740	Quercus ilex
5119	T_263746	Quercus ilex
5120	T_263756	Quercus ilex
5121	T_263772	Quercus ilex
5122	T_263778	Pinus pinaster
5123	T_263793	Quercus ilex
5124	T_263807	Pinus pinaster
5125	T_263819	Quercus ilex
5126	T_263823	Pinus pinaster
5127	T_263834	Quercus ilex
5128	T_263852	Quercus ilex
5129	T_263856	Quercus ilex
5130	T_263857	Pinus pinaster
5131	T_263870	Quercus ilex
5132	T_263886	Quercus ilex
5133	T_263895	Quercus ilex
5134	T_263910	Quercus ilex
5135	T_263915	Pinus pinaster
5136	T_263936	Quercus ilex
5137	T_263937	Pinus pinaster
5138	T_263956	Quercus ilex
5139	T_264007	Fagus sylvatica
5140	T_264019	Pinus pinaster
5141	T_264034	Pinus pinaster
5142	T_264070	Pinus pinaster
5143	T_264083	Fagus sylvatica
5144	T_264108	Fagus sylvatica
5145	T_264119	Pinus pinaster
5146	T_264141	Pinus pinaster
5147	T_264186	Pinus pinaster
5148	T_264191	Quercus ilex
5149	T_264205	Quercus ilex
5150	T_264234	Quercus ilex
5151	T_264247	Quercus ilex
5152	T_264261	Pinus pinaster
5153	T_264262	Pinus pinaster
5154	T_264286	Quercus ilex
5155	T_264293	Quercus ilex
5156	T_264298	Quercus ilex
5157	T_264306	Pinus pinaster
