Ort	Partei	Stadt	Durchschnittsalter	Erststimmen	ErststimmenAnteil	Zweitstimmen	ZweitstimmenAnteil
Bergtheim	Freie Demokratische Partei	FALSE	42.4	249	0.09940119760479042	248	0.0981012658227848
Bieberehren	Freie Demokratische Partei	FALSE	45.1	49	0.08139534883720931	44	0.07248764415156507
Eisingen	Freie Demokratische Partei	FALSE	44.3	243	0.11446066886481394	239	0.111577964519141
Erlabrunn	Freie Demokratische Partei	FALSE	43.5	93	0.07416267942583732	91	0.07233704292527822
Estenfeld	Freie Demokratische Partei	FALSE	44.5	388	0.1064471879286694	374	0.10238160416096359
Gaukönigshofen	Freie Demokratische Partei	FALSE	44.2	136	0.0794392523364486	175	0.10040160642570281
Gerbrunn	Freie Demokratische Partei	FALSE	42.8	416	0.10148816784581605	409	0.0993200582807188
Geroldshausen	Freie Demokratische Partei	FALSE	43.1	88	0.10022779043280182	98	0.11023622047244094
Greußenheim	Freie Demokratische Partei	FALSE	45	82	0.07149084568439407	110	0.09573542210617929
Güntersleben	Freie Demokratische Partei	FALSE	43.1	295	0.09993224932249323	314	0.10536912751677853
Hausen b.Würzburg	Freie Demokratische Partei	FALSE	43.1	140	0.08264462809917356	147	0.08626760563380281
Hettstadt	Freie Demokratische Partei	FALSE	45	229	0.09174679487179487	260	0.1038753495805034
Holzkirchen	Freie Demokratische Partei	FALSE	47.1	39	0.05652173913043478	45	0.06521739130434782
Kirchheim	Freie Demokratische Partei	FALSE	45.3	118	0.07924781732706515	114	0.07615230460921844
Kist	Freie Demokratische Partei	FALSE	45.7	176	0.1043272080616479	185	0.1086318261890781
Kleinrinderfeld	Freie Demokratische Partei	FALSE	44.9	111	0.08383685800604229	124	0.09288389513108614
Kürnach	Freie Demokratische Partei	FALSE	42.8	332	0.10033242671501964	327	0.09852365170231997
Leinach	Freie Demokratische Partei	FALSE	44.4	221	0.10444234404536862	228	0.10679156908665105
Margetshöchheim	Freie Demokratische Partei	FALSE	48	207	0.09216384683882457	212	0.09401330376940133
Markt Bütthard	Freie Demokratische Partei	FALSE	45.7	79	0.08967082860385925	88	0.09854423292273236
Markt Eisenheim	Freie Demokratische Partei	FALSE	44.3	96	0.10607734806629834	104	0.1137855579868709
Markt Frickenhausen a.Main	Freie Demokratische Partei	FALSE	46.5	64	0.07930607187112763	68	0.08436724565756824
Markt Gelchsheim	Freie Demokratische Partei	FALSE	44.5	63	0.11013986013986014	69	0.12
Markt Giebelstadt	Freie Demokratische Partei	FALSE	43.1	324	0.10308622335348393	340	0.10681746779767515
Markt Helmstadt	Freie Demokratische Partei	FALSE	44	153	0.08265802269043761	166	0.08910359634997315
Markt Höchberg	Freie Demokratische Partei	FALSE	46	716	0.11348866698367412	682	0.10746927198235108
Markt Neubrunn	Freie Demokratische Partei	FALSE	44.9	145	0.1	127	0.08686730506155951
Markt Randersacker	Freie Demokratische Partei	FALSE	46.3	228	0.0970625798212005	236	0.10008481764206956
Markt Reichenberg	Freie Demokratische Partei	FALSE	45.1	278	0.09792180345191968	306	0.10725552050473186
Markt Remlingen	Freie Demokratische Partei	FALSE	46.2	98	0.09751243781094528	89	0.08751229105211406
Markt Rimpar	Freie Demokratische Partei	FALSE	44.9	563	0.11264505802320929	525	0.10414600277722674
Markt Sommerhausen	Freie Demokratische Partei	FALSE	45	146	0.10587382160986222	154	0.1111913357400722
Markt Winterhausen	Freie Demokratische Partei	FALSE	47.3	72	0.07407407407407407	73	0.07448979591836735
Markt Zell a.Main	Freie Demokratische Partei	FALSE	44.5	282	0.10653570079335097	268	0.10067618332081142
Oberpleichfeld	Freie Demokratische Partei	FALSE	42.5	63	0.08377659574468085	78	0.10276679841897234
Prosselsheim	Freie Demokratische Partei	FALSE	43.1	93	0.11567164179104478	89	0.11028500619578686
Riedenheim	Freie Demokratische Partei	FALSE	46.6	62	0.11397058823529412	59	0.10611510791366907
Rottendorf	Freie Demokratische Partei	FALSE	44.4	400	0.1122334455667789	391	0.10906555090655509
Sonderhofen	Freie Demokratische Partei	FALSE	43.6	39	0.06435643564356436	48	0.07830342577487764
Stadt Aub	Freie Demokratische Partei	FALSE	46.3	77	0.08054393305439331	100	0.10427528675703858
Stadt Eibelstadt	Freie Demokratische Partei	FALSE	46.6	228	0.10463515374024782	257	0.11697769685935366
Stadt Ochsenfurt	Freie Demokratische Partei	FALSE	45.3	567	0.0840872015423402	623	0.0917796110783736
Stadt Röttingen	Freie Demokratische Partei	FALSE	47	78	0.07188940092165899	94	0.08592321755027423
Tauberrettersheim	Freie Demokratische Partei	FALSE	44.1	40	0.06932409012131716	50	0.08561643835616438
Theilheim	Freie Demokratische Partei	FALSE	43.5	172	0.1059765865680838	176	0.10797546012269939
Thüngersheim	Freie Demokratische Partei	FALSE	45.9	150	0.07911392405063292	164	0.08636124275934702
Uettingen	Freie Demokratische Partei	FALSE	43.5	109	0.09182813816343724	111	0.09242298084929226
Unterpleichfeld	Freie Demokratische Partei	FALSE	42.6	183	0.09256449165402124	208	0.10441767068273092
Veitshöchheim	Freie Demokratische Partei	FALSE	46.5	669	0.11083499005964215	618	0.10177865612648221
Waldbrunn	Freie Demokratische Partei	FALSE	43.4	206	0.10757180156657964	221	0.11468604047742605
Waldbüttelbrunn	Freie Demokratische Partei	FALSE	44.6	316	0.09738058551617873	311	0.09531106343855347
Altertheim	FREIE WÄHLER	FALSE	44	78	0.058602554470323066	64	0.047232472324723246
Bergtheim	FREIE WÄHLER	FALSE	42.4	231	0.09221556886227544	179	0.07080696202531646
Bieberehren	FREIE WÄHLER	FALSE	45.1	44	0.07308970099667775	45	0.07413509060955518
Eisingen	FREIE WÄHLER	FALSE	44.3	109	0.05134243994347621	73	0.034080298786181136
Erlabrunn	FREIE WÄHLER	FALSE	43.5	43	0.0342902711323764	44	0.034976152623211444
Estenfeld	FREIE WÄHLER	FALSE	44.5	184	0.050480109739369	118	0.032302217355598135
Gaukönigshofen	FREIE WÄHLER	FALSE	44.2	112	0.06542056074766354	112	0.0642570281124498
Gerbrunn	FREIE WÄHLER	FALSE	42.8	183	0.044645035374481584	120	0.029140359397765905
Geroldshausen	FREIE WÄHLER	FALSE	43.1	42	0.04783599088838269	38	0.04274465691788527
Greußenheim	FREIE WÄHLER	FALSE	45	110	0.0959023539668701	85	0.07397737162750218
Güntersleben	FREIE WÄHLER	FALSE	43.1	200	0.06775067750677506	127	0.04261744966442953
Hausen b.Würzburg	FREIE WÄHLER	FALSE	43.1	114	0.06729634002361275	90	0.0528169014084507
Hettstadt	FREIE WÄHLER	FALSE	45	142	0.05689102564102564	118	0.04714342788653616
Holzkirchen	FREIE WÄHLER	FALSE	47.1	44	0.06376811594202898	35	0.050724637681159424
Kirchheim	FREIE WÄHLER	FALSE	45.3	80	0.053727333781061114	57	0.03807615230460922
Kist	FREIE WÄHLER	FALSE	45.7	121	0.07172495554238292	79	0.04638872577803876
Kleinrinderfeld	FREIE WÄHLER	FALSE	44.9	75	0.05664652567975831	63	0.04719101123595506
Kürnach	FREIE WÄHLER	FALSE	42.8	224	0.06769416742218193	176	0.05302802048809883
Leinach	FREIE WÄHLER	FALSE	44.4	157	0.07419659735349717	116	0.054332552693208434
Margetshöchheim	FREIE WÄHLER	FALSE	48	78	0.034728406055209264	74	0.032815964523281595
Markt Bütthard	FREIE WÄHLER	FALSE	45.7	48	0.05448354143019296	61	0.0683090705487122
Markt Eisenheim	FREIE WÄHLER	FALSE	44.3	71	0.07845303867403315	58	0.06345733041575492
Markt Frickenhausen a.Main	FREIE WÄHLER	FALSE	46.5	37	0.04584882280049566	39	0.04838709677419355
Markt Gelchsheim	FREIE WÄHLER	FALSE	44.5	45	0.07867132867132867	62	0.10782608695652174
Markt Giebelstadt	FREIE WÄHLER	FALSE	43.1	250	0.07954183900731784	168	0.0527803958529689
Markt Helmstadt	FREIE WÄHLER	FALSE	44	160	0.0864397622906537	141	0.07568438003220612
Markt Höchberg	FREIE WÄHLER	FALSE	46	249	0.03946742748454589	192	0.030255278915852505
Markt Neubrunn	FREIE WÄHLER	FALSE	44.9	129	0.08896551724137931	92	0.06292749658002736
Markt Randersacker	FREIE WÄHLER	FALSE	46.3	103	0.04384844614729672	72	0.030534351145038167
Markt Reichenberg	FREIE WÄHLER	FALSE	45.1	174	0.06128918633321592	147	0.05152471083070452
Markt Remlingen	FREIE WÄHLER	FALSE	46.2	85	0.0845771144278607	63	0.061946902654867256
Markt Rimpar	FREIE WÄHLER	FALSE	44.9	296	0.05922368947579031	191	0.037889307677048206
Markt Sommerhausen	FREIE WÄHLER	FALSE	45	47	0.0340826686004351	38	0.027436823104693142
Markt Winterhausen	FREIE WÄHLER	FALSE	47.3	61	0.06275720164609054	47	0.04795918367346939
Markt Zell a.Main	FREIE WÄHLER	FALSE	44.5	153	0.05780128447298829	96	0.03606311044327573
Oberpleichfeld	FREIE WÄHLER	FALSE	42.5	71	0.09441489361702128	55	0.07246376811594203
Prosselsheim	FREIE WÄHLER	FALSE	43.1	71	0.08830845771144279	51	0.06319702602230483
Riedenheim	FREIE WÄHLER	FALSE	46.6	63	0.11580882352941177	59	0.10611510791366907
Rottendorf	FREIE WÄHLER	FALSE	44.4	203	0.05695847362514029	163	0.04546722454672245
Sonderhofen	FREIE WÄHLER	FALSE	43.6	39	0.06435643564356436	45	0.0734094616639478
Stadt Aub	FREIE WÄHLER	FALSE	46.3	75	0.07845188284518828	79	0.08237747653806048
Stadt Eibelstadt	FREIE WÄHLER	FALSE	46.6	102	0.046810463515374025	73	0.03322712790168411
Stadt Ochsenfurt	FREIE WÄHLER	FALSE	45.3	366	0.05427851104849474	263	0.03874484384207425
Stadt Röttingen	FREIE WÄHLER	FALSE	47	76	0.07004608294930875	68	0.062157221206581355
Tauberrettersheim	FREIE WÄHLER	FALSE	44.1	30	0.05199306759098787	30	0.05136986301369863
Theilheim	FREIE WÄHLER	FALSE	43.5	100	0.061614294516327786	56	0.0343558282208589
Thüngersheim	FREIE WÄHLER	FALSE	45.9	140	0.07383966244725738	120	0.0631911532385466
Uettingen	FREIE WÄHLER	FALSE	43.5	103	0.08677337826453244	77	0.06411323896752706
Unterpleichfeld	FREIE WÄHLER	FALSE	42.6	194	0.09812847749114821	148	0.07429718875502007
Veitshöchheim	FREIE WÄHLER	FALSE	46.5	281	0.04655400927766733	181	0.029808959156785244
Waldbrunn	FREIE WÄHLER	FALSE	43.4	110	0.057441253263707574	93	0.048261546445251685
Waldbüttelbrunn	FREIE WÄHLER	FALSE	44.6	156	0.04807395993836672	122	0.03738890591480233
Altertheim	Liberal-Konservative Reformer	FALSE	44	0	0	0	0
Bergtheim	Liberal-Konservative Reformer	FALSE	42.4	0	0	1	3.9556962025316455e-4
Bieberehren	Liberal-Konservative Reformer	FALSE	45.1	0	0	0	0
Eisingen	Liberal-Konservative Reformer	FALSE	44.3	0	0	0	0
Erlabrunn	Liberal-Konservative Reformer	FALSE	43.5	0	0	0	0
Estenfeld	Liberal-Konservative Reformer	FALSE	44.5	0	0	3	8.212428141253764e-4
Gaukönigshofen	Liberal-Konservative Reformer	FALSE	44.2	0	0	1	5.737234652897303e-4
Gerbrunn	Liberal-Konservative Reformer	FALSE	42.8	0	0	0	0
Geroldshausen	Liberal-Konservative Reformer	FALSE	43.1	0	0	0	0
Greußenheim	Liberal-Konservative Reformer	FALSE	45	0	0	0	0
Güntersleben	Liberal-Konservative Reformer	FALSE	43.1	0	0	0	0
Hausen b.Würzburg	Liberal-Konservative Reformer	FALSE	43.1	0	0	0	0
Hettstadt	Liberal-Konservative Reformer	FALSE	45	0	0	0	0
Holzkirchen	Liberal-Konservative Reformer	FALSE	47.1	0	0	0	0
Kirchheim	Liberal-Konservative Reformer	FALSE	45.3	0	0	1	6.680026720106881e-4
Kist	Liberal-Konservative Reformer	FALSE	45.7	0	0	0	0
Kleinrinderfeld	Liberal-Konservative Reformer	FALSE	44.9	0	0	0	0
Kürnach	Liberal-Konservative Reformer	FALSE	42.8	0	0	0	0
Leinach	Liberal-Konservative Reformer	FALSE	44.4	0	0	0	0
Margetshöchheim	Liberal-Konservative Reformer	FALSE	48	0	0	1	4.434589800443459e-4
Markt Bütthard	Liberal-Konservative Reformer	FALSE	45.7	0	0	0	0
Markt Eisenheim	Liberal-Konservative Reformer	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	Liberal-Konservative Reformer	FALSE	46.5	0	0	0	0
Markt Gelchsheim	Liberal-Konservative Reformer	FALSE	44.5	0	0	1	0.0017391304347826088
Markt Giebelstadt	Liberal-Konservative Reformer	FALSE	43.1	0	0	2	6.283380458686773e-4
Markt Helmstadt	Liberal-Konservative Reformer	FALSE	44	0	0	0	0
Markt Höchberg	Liberal-Konservative Reformer	FALSE	46	0	0	3	4.727387330601954e-4
Markt Neubrunn	Liberal-Konservative Reformer	FALSE	44.9	0	0	0	0
Markt Randersacker	Liberal-Konservative Reformer	FALSE	46.3	0	0	1	4.2408821034775233e-4
Markt Reichenberg	Liberal-Konservative Reformer	FALSE	45.1	0	0	0	0
Markt Remlingen	Liberal-Konservative Reformer	FALSE	46.2	0	0	1	9.832841691248771e-4
Markt Rimpar	Liberal-Konservative Reformer	FALSE	44.9	0	0	2	3.9674667724657806e-4
Markt Sommerhausen	Liberal-Konservative Reformer	FALSE	45	0	0	0	0
Markt Winterhausen	Liberal-Konservative Reformer	FALSE	47.3	0	0	0	0
Markt Zell a.Main	Liberal-Konservative Reformer	FALSE	44.5	0	0	2	7.513148009015778e-4
Oberpleichfeld	Liberal-Konservative Reformer	FALSE	42.5	0	0	0	0
Prosselsheim	Liberal-Konservative Reformer	FALSE	43.1	0	0	0	0
Riedenheim	Liberal-Konservative Reformer	FALSE	46.6	0	0	0	0
Rottendorf	Liberal-Konservative Reformer	FALSE	44.4	0	0	0	0
Sonderhofen	Liberal-Konservative Reformer	FALSE	43.6	0	0	0	0
Stadt Aub	Liberal-Konservative Reformer	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	Liberal-Konservative Reformer	FALSE	46.6	0	0	0	0
Stadt Ochsenfurt	Liberal-Konservative Reformer	FALSE	45.3	0	0	0	0
Stadt Röttingen	Liberal-Konservative Reformer	FALSE	47	0	0	0	0
Tauberrettersheim	Liberal-Konservative Reformer	FALSE	44.1	0	0	1	0.0017123287671232876
Theilheim	Liberal-Konservative Reformer	FALSE	43.5	0	0	0	0
Thüngersheim	Liberal-Konservative Reformer	FALSE	45.9	0	0	0	0
Uettingen	Liberal-Konservative Reformer	FALSE	43.5	0	0	0	0
Unterpleichfeld	Liberal-Konservative Reformer	FALSE	42.6	0	0	1	5.02008032128514e-4
Veitshöchheim	Liberal-Konservative Reformer	FALSE	46.5	0	0	1	1.6469038208168644e-4
Waldbrunn	Liberal-Konservative Reformer	FALSE	43.4	0	0	0	0
Waldbüttelbrunn	Liberal-Konservative Reformer	FALSE	44.6	0	0	2	6.129328838492185e-4
Altertheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	44	0	0	0	0
Bergtheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	42.4	0	0	0	0
Bieberehren	Marxistisch-Leninistische Partei Deutschlands	FALSE	45.1	0	0	0	0
Eisingen	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.3	0	0	0	0
Erlabrunn	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.5	0	0	0	0
Estenfeld	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.5	0	0	0	0
Gaukönigshofen	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.2	0	0	0	0
Gerbrunn	Marxistisch-Leninistische Partei Deutschlands	FALSE	42.8	0	0	3	7.285089849441476e-4
Geroldshausen	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.1	0	0	1	0.0011248593925759281
Greußenheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	45	0	0	0	0
Güntersleben	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.1	0	0	0	0
Hausen b.Würzburg	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.1	0	0	0	0
Hettstadt	Marxistisch-Leninistische Partei Deutschlands	FALSE	45	0	0	0	0
Holzkirchen	Marxistisch-Leninistische Partei Deutschlands	FALSE	47.1	0	0	0	0
Kirchheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	45.3	0	0	0	0
Kist	Marxistisch-Leninistische Partei Deutschlands	FALSE	45.7	0	0	0	0
Kleinrinderfeld	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.9	0	0	0	0
Kürnach	Marxistisch-Leninistische Partei Deutschlands	FALSE	42.8	0	0	1	3.0129557095510696e-4
Leinach	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.4	0	0	0	0
Margetshöchheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	48	0	0	0	0
Markt Bütthard	Marxistisch-Leninistische Partei Deutschlands	FALSE	45.7	0	0	0	0
Markt Eisenheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	Marxistisch-Leninistische Partei Deutschlands	FALSE	46.5	0	0	0	0
Markt Gelchsheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.5	0	0	0	0
Markt Giebelstadt	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.1	0	0	0	0
Markt Helmstadt	Marxistisch-Leninistische Partei Deutschlands	FALSE	44	0	0	1	5.367686527106817e-4
Markt Höchberg	Marxistisch-Leninistische Partei Deutschlands	FALSE	46	0	0	1	1.575795776867318e-4
Markt Neubrunn	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.9	0	0	0	0
Markt Randersacker	Marxistisch-Leninistische Partei Deutschlands	FALSE	46.3	0	0	0	0
Markt Reichenberg	Marxistisch-Leninistische Partei Deutschlands	FALSE	45.1	0	0	0	0
Markt Remlingen	Marxistisch-Leninistische Partei Deutschlands	FALSE	46.2	0	0	0	0
Markt Rimpar	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.9	0	0	0	0
Markt Sommerhausen	Marxistisch-Leninistische Partei Deutschlands	FALSE	45	0	0	0	0
Markt Winterhausen	Marxistisch-Leninistische Partei Deutschlands	FALSE	47.3	0	0	1	0.0010204081632653062
Markt Zell a.Main	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.5	0	0	1	3.756574004507889e-4
Oberpleichfeld	Marxistisch-Leninistische Partei Deutschlands	FALSE	42.5	0	0	0	0
Prosselsheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.1	0	0	0	0
Riedenheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	46.6	0	0	0	0
Rottendorf	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.4	0	0	0	0
Sonderhofen	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.6	0	0	0	0
Stadt Aub	Marxistisch-Leninistische Partei Deutschlands	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	Marxistisch-Leninistische Partei Deutschlands	FALSE	46.6	0	0	0	0
Stadt Ochsenfurt	Marxistisch-Leninistische Partei Deutschlands	FALSE	45.3	0	0	0	0
Stadt Röttingen	Marxistisch-Leninistische Partei Deutschlands	FALSE	47	0	0	0	0
Tauberrettersheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.1	0	0	0	0
Theilheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.5	0	0	0	0
Thüngersheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	45.9	0	0	2	0.00105318588730911
Uettingen	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.5	0	0	0	0
Unterpleichfeld	Marxistisch-Leninistische Partei Deutschlands	FALSE	42.6	0	0	0	0
Veitshöchheim	Marxistisch-Leninistische Partei Deutschlands	FALSE	46.5	0	0	1	1.6469038208168644e-4
Waldbrunn	Marxistisch-Leninistische Partei Deutschlands	FALSE	43.4	0	0	0	0
Waldbüttelbrunn	Marxistisch-Leninistische Partei Deutschlands	FALSE	44.6	0	0	0	0
Altertheim	Nationaldemokratische Partei Deutschlands	FALSE	44	0	0	1	7.380073800738007e-4
Bergtheim	Nationaldemokratische Partei Deutschlands	FALSE	42.4	0	0	3	0.0011867088607594937
Bieberehren	Nationaldemokratische Partei Deutschlands	FALSE	45.1	0	0	1	0.0016474464579901153
Eisingen	Nationaldemokratische Partei Deutschlands	FALSE	44.3	0	0	2	9.337068160597573e-4
Erlabrunn	Nationaldemokratische Partei Deutschlands	FALSE	43.5	0	0	0	0
Estenfeld	Nationaldemokratische Partei Deutschlands	FALSE	44.5	0	0	3	8.212428141253764e-4
Gaukönigshofen	Nationaldemokratische Partei Deutschlands	FALSE	44.2	0	0	3	0.0017211703958691911
Gerbrunn	Nationaldemokratische Partei Deutschlands	FALSE	42.8	0	0	0	0
Geroldshausen	Nationaldemokratische Partei Deutschlands	FALSE	43.1	0	0	0	0
Greußenheim	Nationaldemokratische Partei Deutschlands	FALSE	45	0	0	1	8.703220191470844e-4
Güntersleben	Nationaldemokratische Partei Deutschlands	FALSE	43.1	0	0	1	3.355704697986577e-4
Hausen b.Würzburg	Nationaldemokratische Partei Deutschlands	FALSE	43.1	0	0	2	0.0011737089201877935
Hettstadt	Nationaldemokratische Partei Deutschlands	FALSE	45	0	0	2	7.990411506192569e-4
Holzkirchen	Nationaldemokratische Partei Deutschlands	FALSE	47.1	0	0	2	0.002898550724637681
Kirchheim	Nationaldemokratische Partei Deutschlands	FALSE	45.3	0	0	2	0.0013360053440213762
Kist	Nationaldemokratische Partei Deutschlands	FALSE	45.7	0	0	4	0.002348796241926013
Kleinrinderfeld	Nationaldemokratische Partei Deutschlands	FALSE	44.9	0	0	2	0.00149812734082397
Kürnach	Nationaldemokratische Partei Deutschlands	FALSE	42.8	0	0	1	3.0129557095510696e-4
Leinach	Nationaldemokratische Partei Deutschlands	FALSE	44.4	0	0	3	0.001405152224824356
Margetshöchheim	Nationaldemokratische Partei Deutschlands	FALSE	48	0	0	2	8.869179600886918e-4
Markt Bütthard	Nationaldemokratische Partei Deutschlands	FALSE	45.7	0	0	0	0
Markt Eisenheim	Nationaldemokratische Partei Deutschlands	FALSE	44.3	0	0	1	0.0010940919037199124
Markt Frickenhausen a.Main	Nationaldemokratische Partei Deutschlands	FALSE	46.5	0	0	2	0.0024813895781637717
Markt Gelchsheim	Nationaldemokratische Partei Deutschlands	FALSE	44.5	0	0	0	0
Markt Giebelstadt	Nationaldemokratische Partei Deutschlands	FALSE	43.1	0	0	1	3.1416902293433867e-4
Markt Helmstadt	Nationaldemokratische Partei Deutschlands	FALSE	44	0	0	3	0.001610305958132045
Markt Höchberg	Nationaldemokratische Partei Deutschlands	FALSE	46	0	0	3	4.727387330601954e-4
Markt Neubrunn	Nationaldemokratische Partei Deutschlands	FALSE	44.9	0	0	1	6.839945280437756e-4
Markt Randersacker	Nationaldemokratische Partei Deutschlands	FALSE	46.3	0	0	0	0
Markt Reichenberg	Nationaldemokratische Partei Deutschlands	FALSE	45.1	0	0	6	0.002103049421661409
Markt Remlingen	Nationaldemokratische Partei Deutschlands	FALSE	46.2	0	0	1	9.832841691248771e-4
Markt Rimpar	Nationaldemokratische Partei Deutschlands	FALSE	44.9	0	0	5	9.918666931164452e-4
Markt Sommerhausen	Nationaldemokratische Partei Deutschlands	FALSE	45	0	0	0	0
Markt Winterhausen	Nationaldemokratische Partei Deutschlands	FALSE	47.3	0	0	0	0
Markt Zell a.Main	Nationaldemokratische Partei Deutschlands	FALSE	44.5	0	0	3	0.0011269722013523666
Oberpleichfeld	Nationaldemokratische Partei Deutschlands	FALSE	42.5	0	0	0	0
Prosselsheim	Nationaldemokratische Partei Deutschlands	FALSE	43.1	0	0	1	0.0012391573729863693
Riedenheim	Nationaldemokratische Partei Deutschlands	FALSE	46.6	0	0	1	0.0017985611510791368
Rottendorf	Nationaldemokratische Partei Deutschlands	FALSE	44.4	0	0	10	0.002789400278940028
Sonderhofen	Nationaldemokratische Partei Deutschlands	FALSE	43.6	0	0	1	0.0016313213703099511
Stadt Aub	Nationaldemokratische Partei Deutschlands	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	Nationaldemokratische Partei Deutschlands	FALSE	46.6	0	0	0	0
Stadt Ochsenfurt	Nationaldemokratische Partei Deutschlands	FALSE	45.3	0	0	4	5.892751915144372e-4
Stadt Röttingen	Nationaldemokratische Partei Deutschlands	FALSE	47	0	0	0	0
Tauberrettersheim	Nationaldemokratische Partei Deutschlands	FALSE	44.1	0	0	4	0.00684931506849315
Theilheim	Nationaldemokratische Partei Deutschlands	FALSE	43.5	0	0	0	0
Thüngersheim	Nationaldemokratische Partei Deutschlands	FALSE	45.9	0	0	3	0.001579778830963665
Uettingen	Nationaldemokratische Partei Deutschlands	FALSE	43.5	0	0	0	0
Unterpleichfeld	Nationaldemokratische Partei Deutschlands	FALSE	42.6	0	0	2	0.001004016064257028
Veitshöchheim	Nationaldemokratische Partei Deutschlands	FALSE	46.5	0	0	1	1.6469038208168644e-4
Waldbrunn	Nationaldemokratische Partei Deutschlands	FALSE	43.4	0	0	1	5.189413596263622e-4
Waldbüttelbrunn	Nationaldemokratische Partei Deutschlands	FALSE	44.6	0	0	2	6.129328838492185e-4
Altertheim	Ökologisch-Demokratische Partei	FALSE	44	16	0.012021036814425245	6	0.004428044280442804
Bergtheim	Ökologisch-Demokratische Partei	FALSE	42.4	19	0.007584830339321357	18	0.007120253164556962
Bieberehren	Ökologisch-Demokratische Partei	FALSE	45.1	7	0.011627906976744186	5	0.008237232289950576
Eisingen	Ökologisch-Demokratische Partei	FALSE	44.3	16	0.007536504945831371	7	0.0032679738562091504
Erlabrunn	Ökologisch-Demokratische Partei	FALSE	43.5	17	0.013556618819776715	7	0.005564387917329093
Estenfeld	Ökologisch-Demokratische Partei	FALSE	44.5	50	0.013717421124828532	21	0.005748699698877635
Gaukönigshofen	Ökologisch-Demokratische Partei	FALSE	44.2	11	0.006425233644859813	4	0.002294893861158921
Gerbrunn	Ökologisch-Demokratische Partei	FALSE	42.8	55	0.01341790680653818	24	0.005828071879553181
Geroldshausen	Ökologisch-Demokratische Partei	FALSE	43.1	21	0.023917995444191344	12	0.013498312710911136
Greußenheim	Ökologisch-Demokratische Partei	FALSE	45	19	0.016564952048823016	8	0.006962576153176675
Güntersleben	Ökologisch-Demokratische Partei	FALSE	43.1	30	0.01016260162601626	11	0.003691275167785235
Hausen b.Würzburg	Ökologisch-Demokratische Partei	FALSE	43.1	17	0.010035419126328217	9	0.00528169014084507
Hettstadt	Ökologisch-Demokratische Partei	FALSE	45	28	0.011217948717948718	13	0.0051937674790251695
Holzkirchen	Ökologisch-Demokratische Partei	FALSE	47.1	8	0.011594202898550725	6	0.008695652173913044
Kirchheim	Ökologisch-Demokratische Partei	FALSE	45.3	17	0.011417058428475487	9	0.006012024048096192
Kist	Ökologisch-Demokratische Partei	FALSE	45.7	10	0.005927682276229994	5	0.002935995302407516
Kleinrinderfeld	Ökologisch-Demokratische Partei	FALSE	44.9	14	0.010574018126888218	7	0.0052434456928838954
Kürnach	Ökologisch-Demokratische Partei	FALSE	42.8	28	0.008461770927772741	15	0.004519433564326604
Leinach	Ökologisch-Demokratische Partei	FALSE	44.4	16	0.007561436672967864	3	0.001405152224824356
Margetshöchheim	Ökologisch-Demokratische Partei	FALSE	48	37	0.01647373107747106	13	0.005764966740576497
Markt Bütthard	Ökologisch-Demokratische Partei	FALSE	45.7	14	0.015891032917139614	6	0.006718924972004479
Markt Eisenheim	Ökologisch-Demokratische Partei	FALSE	44.3	1	0.0011049723756906078	0	0
Markt Frickenhausen a.Main	Ökologisch-Demokratische Partei	FALSE	46.5	12	0.01486988847583643	3	0.0037220843672456576
Markt Gelchsheim	Ökologisch-Demokratische Partei	FALSE	44.5	3	0.005244755244755245	1	0.0017391304347826088
