(c) Der Bundeswahlleiter, Wiesbaden 2021																	
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0)																	
																	
Ergebnisse nach Wahlkreisen																	
Status:	Endgültig																
Stand:	14.10.2021	15:11															
																	
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM																	
																	
Wahlart	Wahltag	Gebietsart	Gebietsnummer	Gebietsname	UegGebietsart	UegGebietsnummer	Gruppenart	Gruppenname	Gruppenreihenfolge	Stimme	Anzahl	Prozent	VorpAnzahl	VorpProzent	DiffProzent	DiffProzentPkt	Bemerkung
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Die PARTEI	7	2	1914	1,246191	1924	1,235678	-0,519751	0,010513	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Tierschutzpartei	8	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Tierschutzpartei	8	2	2079	1,353621	1418	0,910702	46,614951	0,442919	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	PIRATEN	9	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	PIRATEN	9	2	531	0,34573	765	0,491317	-30,588235	-0,145587	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	FREIE WÄHLER	10	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	FREIE WÄHLER	10	2	636	0,414095	302	0,193958	110,596026	0,220137	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	NPD	11	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	NPD	11	2	205	0,133474	408	0,262036	-49,754902	-0,128562	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	ÖDP	12	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	ÖDP	12	2	135	0,087897	180	0,115604	-25	-0,027706	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	V-Partei³	13	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	V-Partei³	13	2	121	0,078782	217	0,139367	-44,239631	-0,060585	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Gesundheitsforschung	14	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Gesundheitsforschung	14	2	195	0,126963	158	0,101475	23,417722	0,025488	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	MLPD	15	1	530	0,348531	492	0,317385	7,723577	0,031146	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	MLPD	15	2	100	0,065109	167	0,107255	-40,11976	-0,042146	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Die Humanisten	16	1	488	0,320911					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Die Humanisten	16	2	189	0,123056	143	0,091841	32,167832	0,031216	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	DKP	17	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	DKP	17	2	59	0,038414	45	0,028901	31,111111	0,009513	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	SGP	18	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	SGP	18	2	12	0,007813	14	0,008991	-14,285714	-0,001178	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	dieBasis	19	1	3846	2,529148					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	dieBasis	19	2	1222	0,795635					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Bündnis C	20	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Bündnis C	20	2	90	0,058598					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	du.	21	2	82	0,05339					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	LIEBE	22	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	LIEBE	22	2	177	0,115243					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	LKR	23	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	LKR	23	2	46	0,02995					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	PdF	24	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	PdF	24	2	39	0,025393					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	LfK	25	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	LfK	25	2	126	0,082038					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Team Todenhöfer	26	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Team Todenhöfer	26	2	1303	0,848374					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Volt	27	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Volt	27	2	519	0,337917					
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Volksabstimmung	28	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	Volksabstimmung	28	2			138	0,08863		-0,08863	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	DiB	29	1							
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	Partei	DiB	29	2			270	0,173406		-0,173406	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	140	Bochum I	LAND	5	System-Gruppe	Übrige	1000	2			1278	0,820788		-0,820788	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Wahlberechtigte	-4		173939		179247		-2,961277		
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Wählende	-3		123045	70,740317	127974	71,395337	-3,851564	-0,65502	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Ungültige	-2	1	1535	1,247511	2230	1,742541	-31,165919	-0,49503	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Ungültige	-2	2	1204	0,978504	1484	1,159611	-18,867925	-0,181107	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Gültige	-1	1	121510	98,752489	125744	98,257459	-3,367159	0,49503	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Gültige	-1	2	121841	99,021496	126490	98,840389	-3,675389	0,181107	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	CDU	1	1	24027	19,773681	30361	24,145088	-20,86229	-4,371407	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	CDU	1	2	23164	19,011663	29629	23,423986	-21,819839	-4,412323	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	SPD	2	1	52792	43,44663	52672	41,888281	0,227825	1,558349	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	SPD	2	2	46578	38,228511	43312	34,241442	7,540635	3,987069	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	FDP	3	1	8455	6,958275	8448	6,718412	0,08286	0,239863	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	FDP	3	2	10623	8,71874	11560	9,139062	-8,105536	-0,420322	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	AfD	4	1	11863	9,762982	16799	13,359683	-29,382701	-3,596701	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	AfD	4	2	11882	9,752054	17001	13,440588	-30,109994	-3,688534	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	GRÜNE	5	1	14262	11,737306	6992	5,560504	103,975973	6,176802	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	GRÜNE	5	2	15383	12,625471	7414	5,861333	107,485838	6,764138	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	DIE LINKE	6	1	4667	3,840836	10064	8,003563	-53,626789	-4,162727	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	DIE LINKE	6	2	5029	4,12751	10860	8,585659	-53,692449	-4,458149	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Die PARTEI	7	1	2550	2,098593					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Die PARTEI	7	2	1467	1,204028	1234	0,975571	18,881686	0,228457	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Tierschutzpartei	8	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Tierschutzpartei	8	2	2357	1,934488	1435	1,134477	64,250871	0,800011	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	PIRATEN	9	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	PIRATEN	9	2	582	0,477672	788	0,622974	-26,142132	-0,145302	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	FREIE WÄHLER	10	1	1423	1,171097					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	FREIE WÄHLER	10	2	818	0,671367	321	0,253775	154,82866	0,417592	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	NPD	11	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	NPD	11	2	168	0,137885	510	0,403194	-67,058824	-0,265309	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	ÖDP	12	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	ÖDP	12	2	76	0,062376	131	0,103565	-41,984733	-0,041189	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	V-Partei³	13	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	V-Partei³	13	2	110	0,090282	133	0,105147	-17,293233	-0,014865	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Gesundheitsforschung	14	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Gesundheitsforschung	14	2	169	0,138705	177	0,139932	-4,519774	-0,001227	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	MLPD	15	1	220	0,181055	408	0,324469	-46,078431	-0,143414	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	MLPD	15	2	124	0,101772	201	0,158906	-38,308458	-0,057134	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Die Humanisten	16	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Die Humanisten	16	2	109	0,089461	83	0,065618	31,325301	0,023843	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	DKP	17	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	DKP	17	2	34	0,027905	23	0,018183	47,826087	0,009722	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	SGP	18	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	SGP	18	2	11	0,009028	27	0,021346	-59,259259	-0,012317	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	dieBasis	19	1	1251	1,029545					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	dieBasis	19	2	927	0,760828					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Bündnis C	20	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Bündnis C	20	2	68	0,05581					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	du.	21	2	67	0,05499					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	LIEBE	22	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	LIEBE	22	2	226	0,185488					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	LKR	23	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	LKR	23	2	46	0,037754					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	PdF	24	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	PdF	24	2	49	0,040216					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	LfK	25	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	LfK	25	2	106	0,086999					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Team Todenhöfer	26	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Team Todenhöfer	26	2	1395	1,144935					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Volt	27	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Volt	27	2	273	0,224063					
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Volksabstimmung	28	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	Volksabstimmung	28	2			135	0,106728		-0,106728	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	DiB	29	1							
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	Partei	DiB	29	2			129	0,101984		-0,101984	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	141	Herne – Bochum II	LAND	5	System-Gruppe	Übrige	1000	2			1387	1,096529		-1,096529	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Wahlberechtigte	-4		206727		211316		-2,171629		
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Wählende	-3		155814	75,371867	156097	73,868992	-0,181298	1,502875	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Ungültige	-2	1	1098	0,704686	1571	1,006425	-30,108211	-0,301739	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Ungültige	-2	2	940	0,603283	1174	0,752096	-19,931857	-0,148813	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Gültige	-1	1	154716	99,295314	154526	98,993575	0,122957	0,301739	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Gültige	-1	2	154874	99,396717	154923	99,247904	-0,031629	0,148813	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	CDU	1	1	30051	19,42333	44228	28,621721	-32,054355	-9,19839	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	CDU	1	2	27797	17,948138	37967	24,507013	-26,78642	-6,558875	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	SPD	2	1	51037	32,987538	59990	38,821946	-14,924154	-5,834407	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	SPD	2	2	50117	32,359854	46424	29,965854	7,954937	2394	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	FDP	3	1	10416	6,732335	9063	5,865032	14,928832	0,867303	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	FDP	3	2	14550	9,394734	17193	11,097771	-15,372535	-1,703037	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	AfD	4	1	10577	6,836397	14644	9,476722	-27,772467	-2,640325	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	AfD	4	2	10746	6,938544	15197	9,809389	-29,288675	-2,870846	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	GRÜNE	5	1	26308	17,004059	11281	7,30039	133,206276	9,703669	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	GRÜNE	5	2	31867	20,576081	14702	9,489876	116,752823	11,086206	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	DIE LINKE	6	1	5908	3,81861	11874	7,684144	-50,244231	-3,865534	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	DIE LINKE	6	2	7566	4,885262	15506	10,008843	-51,205985	-5,123582	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Die PARTEI	7	1	13361	8,635823					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Die PARTEI	7	2	3451	2,228263	2137	1,379395	61,488067	0,848868	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Tierschutzpartei	8	1	3097	2,001732					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Tierschutzpartei	8	2	2661	1,718171	1304	0,841708	104,064417	0,876462	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	PIRATEN	9	1			2091	1,35317		-1,35317	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	PIRATEN	9	2	680	0,439067	1041	0,671947	-34,678194	-0,23288	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	FREIE WÄHLER	10	1	935	0,604333	993	0,64261	-5,840886	-0,038277	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	FREIE WÄHLER	10	2	758	0,48943	437	0,282076	73,455378	0,207355	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	NPD	11	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	NPD	11	2	254	0,164004	456	0,29434	-44,298246	-0,130335	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	ÖDP	12	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	ÖDP	12	2	111	0,071671	162	0,104568	-31,481481	-0,032897	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	V-Partei³	13	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	V-Partei³	13	2	97	0,062632	228	0,14717	-57,45614	-0,084538	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Gesundheitsforschung	14	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Gesundheitsforschung	14	2	180	0,116224	163	0,105214	10,429448	0,01101	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	MLPD	15	1	151	0,097598	362	0,234265	-58,287293	-0,136667	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	MLPD	15	2	84	0,054238	176	0,113605	-52,272727	-0,059367	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Die Humanisten	16	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Die Humanisten	16	2	144	0,092979	120	0,077458	20	0,015521	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	DKP	17	1	113	0,073037					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	DKP	17	2	74	0,047781	52	0,033565	42,307692	0,014216	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	SGP	18	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	SGP	18	2	36	0,023245	20	0,01291	80	0,010335	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	dieBasis	19	1	1226	0,79242					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	dieBasis	19	2	1206	0,778698					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Bündnis C	20	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Bündnis C	20	2	57	0,036804					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	du.	21	2	76	0,049072					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	LIEBE	22	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	LIEBE	22	2	174	0,112349					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	LKR	23	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	LKR	23	2	40	0,025827					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	PdF	24	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	PdF	24	2	38	0,024536					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	LfK	25	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	LfK	25	2	108	0,069734					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Team Todenhöfer	26	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Team Todenhöfer	26	2	1445	0,933017					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Volt	27	1	660	0,426588					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Volt	27	2	557	0,359647					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Einzelbewerber/Wählergruppe	Eure Stimme von Morgen	28	1	255	0,164818					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Einzelbewerber/Wählergruppe	Eure Stimme von Morgen	28	2							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Einzelbewerber/Wählergruppe	Unsere Zukunftsperspektive für Digitalisierung, Bildung und Umwelt	29	1	621	0,401381					
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Einzelbewerber/Wählergruppe	Unsere Zukunftsperspektive für Digitalisierung, Bildung und Umwelt	29	2							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Volksabstimmung	30	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	Volksabstimmung	30	2			156	0,100695		-0,100695	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	DiB	31	1							
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	Partei	DiB	31	2			266	0,171698		-0,171698	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	142	Dortmund I	LAND	5	System-Gruppe	Übrige	1000	2			1216	0,784906		-0,784906	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	System-Gruppe	Wahlberechtigte	-4		199317		203300		-1,959174		
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	System-Gruppe	Wählende	-3		143855	72,173974	143834	70,749631	0,0146	1,424343	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	System-Gruppe	Ungültige	-2	1	1298	0,902297	1945	1,352253	-33,264781	-0,449956	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	System-Gruppe	Ungültige	-2	2	1065	0,740329	1418	0,985859	-24,894217	-0,24553	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	System-Gruppe	Gültige	-1	1	142557	99,097703	141889	98,647747	0,470791	0,449956	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	System-Gruppe	Gültige	-1	2	142790	99,259671	142416	99,014141	0,262611	0,24553	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	CDU	1	1	28897	20,270488	39933	28,143831	-27,636291	-7,873342	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	CDU	1	2	27650	19,364101	34822	24,450904	-20,596175	-5,086803	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	SPD	2	1	55695	39,068583	55038	38,789476	1,193721	0,279107	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	SPD	2	2	51080	35,772813	46513	32,659954	9,81876	3,112859	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	FDP	3	1	10270	7,204136	9031	6,364834	13,719411	0,839301	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	FDP	3	2	13629	9,544786	15403	10,815498	-11,517237	-1,270712	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	AfD	4	1	11816	8,288614	15074	10,623797	-21,613374	-2,335183	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	AfD	4	2	11290	7,906716	15510	10,89063	-27,208253	-2,983914	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	GRÜNE	5	1	21028	14,750591	9047	6,376111	132,43064	8,37448	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	GRÜNE	5	2	21714	15,206947	10190	7,155095	113,091266	8,051852	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	DIE LINKE	6	1	5823	4,084682	12242	8,627871	-52,434243	-4,543189	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	DIE LINKE	6	2	6361	4,454794	12924	9,074823	-50,781492	-4,620029	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	Die PARTEI	7	1	3446	2,417279					
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	Die PARTEI	7	2	2426	1,698999	1532	1,075722	58,355091	0,623277	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	Tierschutzpartei	8	1	3589	2,517589					
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	Tierschutzpartei	8	2	2943	2,061069	1297	0,910712	126,90825	1,150356	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	PIRATEN	9	1							
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	PIRATEN	9	2	626	0,438406	835	0,586311	-25,02994	-0,147904	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	FREIE WÄHLER	10	1	1318	0,924542	1524	1,074079	-13,51706	-0,149537	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	FREIE WÄHLER	10	2	839	0,587576	527	0,370043	59,203036	0,217533	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	NPD	11	1							
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	NPD	11	2	194	0,135864	460	0,322997	-57,826087	-0,187134	
BT	26.09.2021	Wahlkreis	143	Dortmund II	LAND	5	Partei	ÖDP	12	1							
